chrom,start,end,strand,score_,occupancy
chr2,73055157,73055176,-,27.97738,0.0315443315766538
chr2,73059871,73059890,-,80.09924,0.395704304109555
chr2,73060080,73060099,-,80.09924,0.395704304109555
chr2,73064450,73064469,+,41.44167,0.06645127382774044
chr2,73065297,73065316,+,31.91497,0.03933451195420525
chr2,73167303,73167322,+,101.55938,0.6777909858587572
chr2,73278646,73278665,-,106.29724,0.7280780961832781
chr2,73281940,73281959,-,30.25234,0.03584268506627767
chr2,73285834,73285853,-,57.3412,0.1515332822863842
chr2,73348940,73348959,-,38.4267,0.056389148585742
chr2,73419443,73419462,-,33.15044,0.04213767214976166
chr2,73419546,73419565,+,33.15044,0.04213767214976166
chr2,73427286,73427305,-,90.65168,0.5404348560776269
chr2,73427466,73427485,-,90.65168,0.5404348560776269
chr2,73442176,73442195,-,46.11628,0.08536699835218726
chr2,73472296,73472315,+,70.71825,0.2779002709583435
chr2,73478978,73478997,+,32.12919,0.0398074327372551
chr2,73492133,73492152,+,95.37157,0.6028796492484001
chr2,73539890,73539909,-,55.67875,0.13960945674046946
chr2,73550987,73551006,+,38.01946,0.05514471575286726
chr2,73561795,73561814,+,59.94436,0.17184324253681876
chr2,73566362,73566381,-,97.20154,0.6259937436631288
chr2,73567143,73567162,+,90.39863,0.5369991481870487
chr2,73572617,73572636,+,120.71428,0.8394588167366823
chr2,73584751,73584770,+,48.28117,0.09567826500463068
chr2,73772503,73772522,-,26.15091,0.02845776663255178
chr2,73792420,73792439,+,58.09564,0.15721098717701715
chr2,73807838,73807857,-,32.47781,0.04058870384533599
chr2,73881455,73881474,+,54.44003,0.1312381882802242
chr2,73881493,73881512,-,54.44003,0.1312381882802242
chr2,73886286,73886305,-,17.84861,0.017754711926155544
chr2,73903713,73903732,+,65.96867,0.22679594384666582
chr2,73915264,73915283,+,22.50611,0.023149724789393547
chr2,73925240,73925259,+,28.69116,0.03283643507281435
chr2,73947558,73947577,-,54.44003,0.1312381882802242
chr2,73965786,73965805,+,57.3412,0.1515332822863842
chr2,73998739,73998758,-,25.34866,0.02719643761824808
chr2,74042619,74042638,-,28.69116,0.03283643507281435
chr2,74066820,74066839,+,52.74802,0.12048883290286398
chr2,74247692,74247711,-,38.01946,0.05514471575286726
chr2,74294389,74294408,-,50.28382,0.10618667667700168
chr2,74300444,74300463,+,45.93668,0.08455813271857672
chr2,74305963,74305982,-,36.70881,0.051312526133828834
chr2,74635619,74635638,+,33.91776,0.043973510466499374
chr2,74655522,74655541,-,122.40554,0.848718680676328
chr2,74655591,74655610,-,122.40554,0.848718680676328
chr2,74655886,74655905,+,122.40554,0.848718680676328
chr2,74661774,74661793,-,30.9676,0.037306792465963017
chr2,74661996,74662015,-,30.9676,0.037306792465963017
chr2,74673173,74673192,-,95.36446,0.6027884660096541
chr2,74686476,74686495,+,76.46798,0.34791851581971983
chr2,74694224,74694243,-,26.54311,0.029094857142621087
chr2,74694391,74694410,+,26.54311,0.029094857142621087
chr2,74702391,74702410,+,51.73119,0.11439746446321107
chr2,74715917,74715936,+,86.02892,0.47693909103284254
chr2,74716188,74716207,+,86.02892,0.47693909103284254
chr2,74964534,74964553,-,82.92162,0.43407914152116545
chr2,74977538,74977557,+,58.82065,0.16282670142751002
chr2,75055360,75055379,-,79.67815,0.39005638708111395
chr2,75138055,75138074,-,108.05206,0.7449783293855796
chr2,75138086,75138105,-,108.05206,0.7449783293855796
chr2,75151168,75151187,-,51.68845,0.11414734298179775
chr2,75152687,75152706,-,73.48692,0.3106120703069976
chr2,75312410,75312429,+,47.58911,0.09226711733477994
chr2,75312430,75312449,-,47.58911,0.09226711733477994
chr2,75318389,75318408,-,44.5492,0.07853920504674514
chr2,75588773,75588792,-,50.46438,0.1071821286859663
chr2,75590408,75590427,-,162.68373,0.9392546808764948
chr2,75601896,75601915,+,18.98969,0.018949849201030513
chr2,75603320,75603339,-,35.9426,0.04918994086757947
chr2,75605881,75605900,+,98.7497,0.6449513312880241
chr2,75617125,75617144,-,26.45729,0.02895428086715878
chr2,75617127,75617146,+,26.45729,0.02895428086715878
chr2,75620806,75620825,+,22.95801,0.023751385081454614
chr2,75622050,75622069,-,54.51507,0.13173307694933284
chr2,75636782,75636801,-,53.07214,0.12248796355557116
chr2,75682184,75682203,+,29.28284,0.033946058140475334
chr2,75682472,75682491,+,29.28284,0.033946058140475334
chr2,75682510,75682529,-,29.28284,0.033946058140475334
chr2,75781330,75781349,-,44.80202,0.07960610612525643
chr2,75786275,75786294,+,72.30647,0.2964202475757361
chr2,75791716,75791735,+,54.41563,0.1310776070014452
chr2,75879986,75880005,-,42.44067,0.0701366710289715
chr2,75883723,75883742,+,95.21778,0.6009050902331146
chr2,75900458,75900477,+,29.82574,0.034995899646061916
chr2,75960464,75960483,-,23.69415,0.024764249261171725
chr2,75960584,75960603,+,23.69415,0.024764249261171725
chr2,75964603,75964622,+,55.04763,0.13529042463936677
chr2,75964646,75964665,-,55.04763,0.13529042463936677
chr2,75965237,75965256,-,51.73119,0.11439746446321107
chr2,75982884,75982903,-,20.03035,0.020108304067332303
chr2,75985339,75985358,+,129.51927,0.8805507211416275
chr2,75991098,75991117,+,107.70259,0.7416885484899163
chr2,76001496,76001515,+,98.38353,0.6405200208409597
chr2,76001584,76001603,-,98.38353,0.6405200208409597
chr2,76043567,76043586,+,40.25761,0.062315428924386976
chr2,76064278,76064297,+,67.63763,0.24399358366170462
chr2,76067340,76067359,-,60.51915,0.17660361157884416
chr2,76070814,76070833,-,53.51283,0.1252513492637736
chr2,76114953,76114972,-,130.01689,0.8823926065995557
chr2,76115891,76115910,+,63.22088,0.20034012767745488
chr2,76120015,76120034,+,56.73483,0.14709127016294904
chr2,76216348,76216367,+,139.30713,0.9094284832220222
chr2,76254991,76255010,-,92.47562,0.5649716557000333
chr2,76254993,76255012,+,92.47562,0.5649716557000333
chr2,76285352,76285371,+,97.25711,0.6266840640242755
chr2,76289177,76289196,-,64.65743,0.21388059798204584
chr2,76334797,76334816,-,29.6867,0.03472409115044879
chr2,76362300,76362319,-,60.26844,0.1745148454051472
chr2,76367340,76367359,+,72.09267,0.2938880115979762
chr2,76369912,76369931,+,48.70993,0.09784740091554263
chr2,76585290,76585309,-,26.03686,0.028275054648217415
chr2,76618273,76618292,-,66.20353,0.22916493294861187
chr2,76653263,76653282,-,50.4479,0.1070909354722929
chr2,76673878,76673897,-,40.25761,0.062315428924386976
chr2,76685700,76685719,+,20.61941,0.020794463430437525
chr2,76715170,76715189,-,64.20753,0.20957130241966504
chr2,76843371,76843390,+,82.74609,0.4316713494180478
chr2,76867066,76867085,+,39.02353,0.05826052516523426
chr2,76927090,76927109,+,37.74429,0.05431849656480702
chr2,76929891,76929910,+,95.66239,0.60660053666182
chr2,76969111,76969130,-,53.28474,0.12381454839822666
chr2,76970902,76970921,+,18.98969,0.018949849201030513
chr2,76980413,76980432,-,66.54041,0.2325923381470399
chr2,77020323,77020342,+,16.10669,0.016071526079437543
chr2,77062074,77062093,+,43.16971,0.07294393286689997
chr2,77181053,77181072,+,26.15091,0.02845776663255178
chr2,77204102,77204121,-,21.78212,0.02221665198078281
chr2,77249994,77250013,+,90.88737,0.543628606461583
chr2,77309525,77309544,+,131.67099,0.8881953441474114
chr2,77342099,77342118,-,154.50865,0.9328240256731511
chr2,77342184,77342203,-,154.50865,0.9328240256731511
chr2,77343924,77343943,+,83.68473,0.4445699742520451
chr2,77369341,77369360,-,50.15413,0.10547667351326899
chr2,77386696,77386715,+,79.25912,0.38446062027982464
chr2,77456777,77456796,+,67.63763,0.24399358366170462
chr2,77475220,77475239,+,40.68304,0.063773129020821
chr2,77497017,77497036,+,24.26644,0.025580597419242696
chr2,77709455,77709474,-,37.86704,0.054685616490341794
chr2,77796310,77796329,-,34.17801,0.04461327556790032
chr2,77796312,77796331,+,34.17801,0.04461327556790032
chr2,77835946,77835965,+,41.79599,0.06773743111763851
chr2,78048512,78048531,+,23.19026,0.024066503804390592
chr2,78049427,78049446,+,88.62326,0.5127288990919631
chr2,78869194,78869213,-,126.65376,0.8690178924371884
chr2,78869301,78869320,-,126.65376,0.8690178924371884
chr2,78915085,78915104,-,32.47781,0.04058870384533599
chr2,78931564,78931583,+,24.92349,0.026550136508396587
chr2,79255288,79255307,-,58.54429,0.16066755325792348
chr2,79265823,79265842,-,84.59008,0.4570541913444429
chr2,79336335,79336354,-,20.14476,0.0202398168530963
chr2,79372594,79372613,+,68.33878,0.2514680411164394
chr2,79499478,79499497,-,54.04171,0.12863735632027584
chr2,79512145,79512164,+,31.25854,0.03791860516450015
chr2,79646541,79646560,-,41.66555,0.06726129148812135
chr2,79774649,79774668,-,54.28935,0.13024916881145854
chr2,79774761,79774780,+,54.28935,0.13024916881145854
chr2,79777985,79778004,-,31.19023,0.03777409901642168
chr2,79865503,79865522,+,54.44003,0.1312381882802242
chr2,80266936,80266955,+,98.84759,0.6461302971495178
chr2,80267032,80267051,-,98.84759,0.6461302971495178
chr2,80268302,80268321,-,23.70809,0.024783829496480125
chr2,80275304,80275323,-,36.41209,0.05048048302264536
chr2,80275306,80275325,+,36.41209,0.05048048302264536
chr2,80444157,80444176,+,70.06038,0.27043090973111916
chr2,80451778,80451797,+,21.31866,0.02163872511096336
chr2,80520203,80520222,-,24.14641,0.02540723895175889
chr2,80581015,80581034,-,113.1013,0.7883059662930263
chr2,80581298,80581317,-,113.1013,0.7883059662930263
chr2,80581613,80581632,-,113.1013,0.7883059662930263
chr2,80632819,80632838,+,54.31897,0.1304430894975211
chr2,80670069,80670088,-,51.73119,0.11439746446321107
chr2,80707632,80707651,+,56.93398,0.14853830979625487
chr2,80878625,80878644,+,66.134,0.2284618418980838
chr2,83011101,83011120,+,31.19023,0.03777409901642168
chr2,83337643,83337662,-,50.28382,0.10618667667700168
chr2,83340346,83340365,+,42.89822,0.07188668539347406
chr2,83625412,83625431,+,94.06973,0.5860210238939207
chr2,83625900,83625919,-,94.06973,0.5860210238939207
chr2,83644354,83644373,+,38.26851,0.05590266105915793
chr2,83644406,83644425,-,38.26851,0.05590266105915793
chr2,83670190,83670209,-,53.00655,0.12208114526839493
chr2,83698668,83698687,+,40.10332,0.06179446408490072
chr2,83771585,83771604,-,56.53319,0.14563788998056226
chr2,84454253,84454272,+,50.15413,0.10547667351326899
chr2,84455393,84455412,+,58.25118,0.15840252438311395
chr2,84479288,84479307,-,29.82574,0.034995899646061916
chr2,84581358,84581377,+,81.4723,0.4142732349006502
chr2,84581368,84581387,+,81.4723,0.4142732349006502
chr2,84581590,84581609,+,81.4723,0.4142732349006502
chr2,84617986,84618005,+,48.73788,0.0979903033195212
chr2,84653546,84653565,-,53.02202,0.12217699314502438
chr2,84660465,84660484,-,36.16592,0.04979987031877331
chr2,84660600,84660619,+,36.16592,0.04979987031877331
chr2,84663069,84663088,-,53.07214,0.12248796355557116
chr2,84737447,84737466,-,18.4109,0.01833410342905036
chr2,84738745,84738764,+,67.29198,0.24036280517536357
chr2,84740862,84740881,+,24.6073,0.0260791925097238
chr2,84758944,84758963,-,42.40995,0.07002059003666053
chr2,84797682,84797701,+,109.06193,0.7542722824873989
chr2,84797720,84797739,-,109.06193,0.7542722824873989
chr2,84798269,84798288,-,109.06193,0.7542722824873989
chr2,84799270,84799289,+,44.13833,0.07683306295218104
chr2,84799397,84799416,-,44.13833,0.07683306295218104
chr2,84811022,84811041,-,45.38466,0.08211513352577585
chr2,84828619,84828638,+,32.60643,0.04088062935495088
chr2,84828629,84828648,+,32.60643,0.04088062935495088
chr2,84831801,84831820,+,70.58134,0.27633586835914886
chr2,84855961,84855980,-,81.31788,0.41217433427913286
chr2,84865814,84865833,+,111.63075,0.7764934012291952
chr2,84865846,84865865,+,111.63075,0.7764934012291952
chr2,84865864,84865883,+,111.63075,0.7764934012291952
chr2,84868640,84868659,+,120.44366,0.8379106501698482
chr2,84870441,84870460,+,68.20871,0.2500704453109739
chr2,84870804,84870823,-,68.20871,0.2500704453109739
chr2,84888850,84888869,-,94.19076,0.5876016669441534
chr2,84890161,84890180,-,94.26374,0.588553507698351
chr2,84956474,84956493,+,121.07446,0.8414905107174336
chr2,85007743,85007762,-,54.82072,0.13376503372821957
chr2,85007952,85007971,-,54.82072,0.13376503372821957
chr2,85022216,85022235,-,52.46072,0.11874018256361601
chr2,85022218,85022237,+,52.46072,0.11874018256361601
chr2,85059850,85059869,+,17.95679,0.01786476908435624
chr2,85123369,85123388,+,38.72011,0.05730199952592296
chr2,85124047,85124066,+,92.21984,0.5615573586089473
chr2,85246663,85246682,-,66.47587,0.23193303640162977
chr2,85283798,85283817,+,79.9196,0.3932919394112462
chr2,85283969,85283988,-,79.9196,0.3932919394112462
chr2,85561375,85561394,-,51.68845,0.11414734298179775
chr2,85725946,85725965,+,23.19026,0.024066503804390592
chr2,86464892,86464911,-,64.92551,0.21647808079822758
chr2,87460843,87460862,-,47.3317,0.09102628571075967
chr2,87469440,87469459,-,54.44003,0.1312381882802242
chr2,87480389,87480408,+,43.77106,0.07533665300064342
chr2,87482479,87482498,-,51.54817,0.11332971767017021
chr2,87547257,87547276,+,26.56207,0.02912600333720176
chr2,88311063,88311082,-,13.45417,0.013805354417359061
chr2,88322972,88322991,-,15.61508,0.0156255520394188
chr2,88846340,88846359,+,44.74865,0.07937979371937826
chr2,88846506,88846525,+,44.74865,0.07937979371937826
chr2,90474913,90474932,+,76.29813,0.3457411505333757
chr2,90534149,90534168,+,27.82987,0.0312834932151655
chr2,90674754,90674773,-,34.02324,0.044231750131419834
chr2,90678423,90678442,-,73.7108,0.31334282677561237
chr2,90807109,90807128,+,31.31921,0.0380473934335874
chr2,90866715,90866734,+,82.3559,0.42632722273681645
chr2,90940316,90940335,+,102.82123,0.6918309857419459
chr2,90959539,90959558,+,37.74429,0.05431849656480702
chr2,91018432,91018451,-,56.93398,0.14853830979625487
chr2,91018610,91018629,+,56.93398,0.14853830979625487
chr2,91033177,91033196,+,36.30463,0.05018230359703363
chr2,91039987,91040006,-,16.77354,0.016696519919325588
chr2,91040000,91040019,+,16.77354,0.016696519919325588
chr2,91061281,91061300,-,60.44461,0.17598058092844698
chr2,91064392,91064411,+,54.63227,0.13250914224865698
chr2,91065696,91065715,+,110.64865,0.7682377385262398
chr2,91070592,91070611,+,119.68661,0.8334796719276265
chr2,91101580,91101599,-,94.90354,0.5968559440617032
chr2,91110619,91110638,+,64.20753,0.20957130241966504
chr2,91115189,91115208,+,75.57513,0.33653921549889176
chr2,91115252,91115271,+,75.57513,0.33653921549889176
chr2,91194781,91194800,+,71.13319,0.28267313761466084
chr2,91237556,91237575,+,47.90004,0.09378605117452286
chr2,91237594,91237613,-,47.90004,0.09378605117452286
chr2,91279150,91279169,+,64.17768,0.20928760264066912
chr2,91286079,91286098,+,95.42799,0.6036028551192597
chr2,91288312,91288331,+,28.00834,0.031599343447983444
chr2,91310930,91310949,-,9.00206,0.01068884612090638
chr2,91447592,91447611,-,29.91259,0.03516671929036499
chr2,91456041,91456060,-,70.58134,0.27633586835914886
chr2,91460192,91460211,-,64.92551,0.21647808079822758
chr2,91481037,91481056,-,33.47819,0.04291270941684205
chr2,91487489,91487508,-,34.17842,0.04461429040727097
chr2,91576606,91576625,-,31.19023,0.03777409901642168
chr2,91602565,91602584,+,40.68304,0.063773129020821
chr2,91609564,91609583,+,20.14476,0.0202398168530963
chr2,91629942,91629961,+,29.78855,0.03492299730719728
chr2,91646914,91646933,-,106.10113,0.7261304659200586
chr2,91657000,91657019,-,78.24763,0.3710628765732431
chr2,91682980,91682999,+,74.46588,0.32264146055682225
chr2,91683060,91683079,+,74.46588,0.32264146055682225
chr2,91721481,91721500,-,22.95801,0.023751385081454614
chr2,91733297,91733316,+,29.03314,0.03347343956752261
chr2,91733335,91733354,-,29.03314,0.03347343956752261
chr2,91740550,91740569,+,24.14641,0.02540723895175889
chr2,91779345,91779364,+,75.10923,0.33066857070415634
chr2,91866153,91866172,-,20.14476,0.0202398168530963
chr2,91866255,91866274,+,20.14476,0.0202398168530963
chr2,91921875,91921894,+,88.50024,0.5110382771573053
chr2,91924232,91924251,-,93.7012,0.5811921440991127
chr2,91928013,91928032,+,99.71933,0.6565213732352793
chr2,91930206,91930225,-,78.39008,0.37293978721827903
chr2,91942536,91942555,-,54.28935,0.13024916881145854
chr2,91942538,91942557,+,54.28935,0.13024916881145854
chr2,91942598,91942617,-,54.28935,0.13024916881145854
chr2,91944333,91944352,+,93.15131,0.5739440161033373
chr2,91959169,91959188,-,73.91451,0.3158381134588885
chr2,91963741,91963760,-,89.50374,0.5247984340557369
chr2,91987709,91987728,+,74.46588,0.32264146055682225
chr2,91989934,91989953,-,46.83939,0.08869462890019054
chr2,92007043,92007062,+,55.15897,0.13604419291681455
chr2,92015078,92015097,+,77.07365,0.35572917042605107
chr2,92023368,92023387,-,79.25912,0.38446062027982464
chr2,92023498,92023517,-,79.25912,0.38446062027982464
chr2,92023537,92023556,+,79.25912,0.38446062027982464
chr2,92058615,92058634,-,148.17126,0.9253591069871894
chr2,92231326,92231345,-,24.92349,0.026550136508396587
chr2,92231328,92231347,+,24.92349,0.026550136508396587
chr2,92296605,92296624,+,89.09135,0.519152549047848
chr2,92322882,92322901,-,45.92698,0.08451464418640056
chr2,92331028,92331047,-,42.89822,0.07188668539347406
chr2,92331583,92331602,-,50.4479,0.1070909354722929
chr2,92331619,92331638,-,50.4479,0.1070909354722929
chr2,92422941,92422960,-,49.17083,0.10022757387288578
chr2,92438164,92438183,-,73.40498,0.30961567862977873
chr2,92447542,92447561,-,40.11237,0.061824909483727514
chr2,92447690,92447709,+,40.11237,0.061824909483727514
chr2,92485797,92485816,+,101.67786,0.6791285455918672
chr2,92486592,92486611,-,131.67099,0.8881953441474114
chr2,92488892,92488911,+,61.05371,0.18112153911840678
chr2,92502730,92502749,-,29.50312,0.03436832143309127
chr2,92506892,92506911,-,29.03314,0.03347343956752261
chr2,92506905,92506924,+,29.03314,0.03347343956752261
chr2,92597444,92597463,+,46.63814,0.0877569981301305
chr2,92609101,92609120,+,92.74254,0.5685243973289784
chr2,92756425,92756444,-,37.74429,0.05431849656480702
chr2,92811152,92811171,-,34.45126,0.045294516623738325
chr2,92840190,92840209,-,75.76832,0.3389872950466622
chr2,92883183,92883202,+,68.88195,0.2573581354281104
chr2,92904512,92904531,+,59.20176,0.16584190554176165
chr2,92910562,92910581,+,32.19052,0.03994382551439937
chr2,92955010,92955029,+,87.19341,0.49303071684291794
chr2,92972257,92972276,+,87.71947,0.5002887760944187
chr2,92988191,92988210,-,59.71888,0.17000333273682255
chr2,92988458,92988477,-,59.71888,0.17000333273682255
chr2,93029149,93029168,-,44.4604,0.07816756632774523
chr2,93029319,93029338,-,44.4604,0.07816756632774523
chr2,93063496,93063515,-,59.67923,0.16968138751262557
chr2,93069092,93069111,+,35.10639,0.04696828205866928
chr2,93076386,93076405,-,88.08128,0.505274016351462
chr2,93187417,93187436,-,131.67099,0.8881953441474114
chr2,93188966,93188985,-,64.20753,0.20957130241966504
chr2,93189024,93189043,-,64.20753,0.20957130241966504
chr2,93189319,93189338,-,64.20753,0.20957130241966504
chr2,93198872,93198891,-,96.75916,0.6204731395508254
chr2,93199043,93199062,-,96.75916,0.6204731395508254
chr2,93199606,93199625,+,96.75916,0.6204731395508254
chr2,93203930,93203949,+,84.87919,0.46104690673026005
chr2,93212561,93212580,+,37.52719,0.05367485786409507
chr2,93217181,93217200,+,97.00951,0.623602791966964
chr2,93227048,93227067,+,112.46911,0.7833079138926512
chr2,93333588,93333607,+,108.9662,0.7534048213816942
chr2,93333599,93333618,-,108.9662,0.7534048213816942
chr2,93404357,93404376,+,57.70055,0.15421665858993322
chr2,93404438,93404457,+,57.70055,0.15421665858993322
chr2,93413779,93413798,+,67.72981,0.24496790072528257
chr2,93415458,93415477,+,101.02947,0.6717605933053596
chr2,93418577,93418596,-,91.75029,0.5552656403993944
chr2,93421521,93421540,+,74.43404,0.3222466485409631
chr2,93471425,93471444,-,67.63763,0.24399358366170462
chr2,93475186,93475205,+,95.87881,0.6093582382939317
chr2,93477740,93477759,-,112.06247,0.7800292488721275
chr2,93489134,93489153,-,28.69116,0.03283643507281435
chr2,93537520,93537539,-,82.92162,0.43407914152116545
chr2,93634368,93634387,-,12.83661,0.013324688863947423
chr2,93659195,93659214,-,79.67815,0.39005638708111395
chr2,93766796,93766815,+,15.56514,0.015580934566245428
chr2,93786431,93786450,-,44.86924,0.0798919827197356
chr2,93806686,93806705,+,16.85754,0.016776921304625277
chr2,93810109,93810128,-,145.92128,0.9220122651639058
chr2,93810154,93810173,-,145.92128,0.9220122651639058
chr2,93812058,93812077,-,115.02499,0.8027818914876951
chr2,93812357,93812376,-,115.02499,0.8027818914876951
chr2,93813547,93813566,+,75.85642,0.34010631583179984
chr2,93822282,93822301,+,89.23497,0.5211203116742941
chr2,93822588,93822607,-,89.23497,0.5211203116742941
chr2,93822601,93822620,+,89.23497,0.5211203116742941
chr2,93823758,93823777,-,122.40554,0.848718680676328
chr2,93868735,93868754,-,69.60224,0.2653012801120277
chr2,93870695,93870714,+,76.07903,0.34294108581950083
chr2,93870887,93870906,+,76.07903,0.34294108581950083
chr2,93871007,93871026,+,76.07903,0.34294108581950083
chr2,93883246,93883265,+,41.93574,0.06825100607538033
chr2,93944114,93944133,+,107.58023,0.7405277624523869
chr2,93944308,93944327,-,107.58023,0.7405277624523869
chr2,93945336,93945355,+,44.62786,0.07886974868018362
chr2,93976522,93976541,-,21.89825,0.02236380869886047
chr2,94002512,94002531,-,94.46609,0.5911875794998955
chr2,94035880,94035899,+,65.20963,0.21925516202037107
chr2,94055000,94055019,+,48.20947,0.09531972254646591
chr2,94059656,94059675,-,50.83699,0.10926214509606233
chr2,94069647,94069666,+,31.19023,0.03777409901642168
chr2,94243271,94243290,+,59.97972,0.17213318214791304
chr2,94245489,94245508,-,127.02689,0.870612583021421
chr2,94254319,94254338,+,54.28935,0.13024916881145854
chr2,94254605,94254624,-,54.28935,0.13024916881145854
chr2,94290690,94290709,-,56.27679,0.1438068203188741
chr2,94316737,94316756,+,37.1015,0.05243357331135866
chr2,94371295,94371314,+,42.33718,0.06974632090242551
chr2,94438218,94438237,-,122.56929,0.8495780029848663
chr2,94438286,94438305,-,122.56929,0.8495780029848663
chr2,94465967,94465986,+,21.0884,0.021357080185150104
chr2,94470909,94470928,+,63.27788,0.20086521802235507
chr2,94766722,94766741,+,92.47562,0.5649716557000333
chr2,95449204,95449223,+,20.03035,0.020108304067332303
chr2,95494897,95494916,-,71.74995,0.28985391117411713
chr2,96585835,96585854,+,33.77861,0.043635032701887275
chr2,97466304,97466323,+,73.76316,0.3139832403631952
chr2,99237140,99237159,+,30.28218,0.03590264754753052
chr2,99695070,99695089,+,17.22672,0.01713481584810504
chr2,100948995,100949014,+,51.73119,0.11439746446321107
chr2,101159455,101159474,-,32.47781,0.04058870384533599
chr2,101289363,101289382,-,67.61555,0.24376058101056838
chr2,101472892,101472911,+,152.47231,0.9307061968310337
chr2,101472974,101472993,-,152.47231,0.9307061968310337
chr2,101472976,101472995,+,152.47231,0.9307061968310337
chr2,101525930,101525949,-,51.26492,0.11169421593755176
chr2,101646070,101646089,-,17.22672,0.01713481584810504
chr2,101653048,101653067,-,41.66555,0.06726129148812135
chr2,101665457,101665476,+,100.69576,0.6679230776899054
chr2,101694018,101694037,+,30.28218,0.03590264754753052
chr2,101715817,101715836,+,116.21711,0.8112102397039567
chr2,101815736,101815755,-,74.57063,0.3239420018180695
chr2,101828268,101828287,-,45.48201,0.08254127097762932
chr2,101871436,101871455,-,44.86924,0.0798919827197356
chr2,101905905,101905924,-,47.25613,0.09066484722199068
chr2,101905952,101905971,+,47.25613,0.09066484722199068
chr2,102030827,102030846,+,68.09152,0.2488155278775498
chr2,102077711,102077730,+,89.89896,0.5301959535760324
chr2,102091692,102091711,+,71.74995,0.28985391117411713
chr2,102107369,102107388,+,18.89358,0.018846217676063478
chr2,102107498,102107517,-,18.89358,0.018846217676063478
chr2,102290229,102290248,-,29.11366,0.03362514672062146
chr2,102590191,102590210,+,73.16569,0.3067153996932194
chr2,102675458,102675477,+,65.67635,0.2238709286782902
chr2,102682360,102682379,+,43.16971,0.07294393286689997
chr2,102744096,102744115,+,70.47388,0.27511162191474925
chr2,102744181,102744200,+,70.47388,0.27511162191474925
chr2,102744184,102744203,+,70.47388,0.27511162191474925
chr2,102804239,102804258,+,32.89167,0.041535201307876
chr2,103012990,103013009,-,44.16383,0.07693796074364677
chr2,103063106,103063125,-,17.29557,0.0172023855451367
chr2,103084714,103084733,-,33.568,0.0431274446033929
chr2,103084717,103084736,+,33.568,0.0431274446033929
chr2,103086629,103086648,+,47.04024,0.08963934578884171
chr2,103088285,103088304,+,80.26222,0.39789659373153713
chr2,103131317,103131336,+,36.78005,0.0515142094212206
chr2,103347484,103347503,-,69.60724,0.26535694063577553
chr2,103347626,103347645,-,69.60724,0.26535694063577553
chr2,103347711,103347730,-,69.60724,0.26535694063577553
chr2,103356414,103356433,+,44.13833,0.07683306295218104
chr2,103424829,103424848,-,91.49937,0.5518913681135448
chr2,103439860,103439879,+,100.21281,0.6623156377525334
chr2,103445958,103445977,-,79.70953,0.39047644190112746
chr2,103456806,103456825,+,106.35368,0.7286364317628229
chr2,103547284,103547303,-,100.38482,0.6643200416028429
chr2,103547301,103547320,-,100.38482,0.6643200416028429
chr2,103547346,103547365,-,100.38482,0.6643200416028429
chr2,103556638,103556657,+,23.08644,0.02392513978147167
chr2,103564795,103564814,+,33.91776,0.043973510466499374
chr2,103719101,103719120,-,87.94218,0.5033581428426014
chr2,103744125,103744144,-,96.11631,0.6123732528420034
chr2,103784789,103784808,+,73.59719,0.31195555229817407
chr2,103822738,103822757,-,13.64312,0.013955804377730379
chr2,103838679,103838698,-,28.27824,0.03208285991890345
chr2,103849075,103849094,-,91.66622,0.554136010826601
chr2,103969441,103969460,+,37.16556,0.05261862540793567
chr2,103982413,103982432,-,85.51062,0.46977327736645863
chr2,103991498,103991517,-,41.29289,0.06591797387328872
chr2,104001278,104001297,-,82.88525,0.4335800662422958
chr2,104002920,104002939,-,86.53053,0.4838733482441666
chr2,104002979,104002998,+,86.53053,0.4838733482441666
chr2,104035019,104035038,+,82.3559,0.42632722273681645
chr2,104134612,104134631,+,68.01456,0.24799362289383275
chr2,104371701,104371720,-,21.78212,0.02221665198078281
chr2,104378446,104378465,-,123.7958,0.8558121436830246
chr2,104401753,104401772,+,37.74429,0.05431849656480702
chr2,104422404,104422423,-,51.68845,0.11414734298179775
chr2,104444932,104444951,+,39.02353,0.05826052516523426
chr2,104494044,104494063,+,26.00057,0.028217155670593668
chr2,104574288,104574307,-,79.67815,0.39005638708111395
chr2,104575783,104575802,+,21.31866,0.02163872511096336
chr2,104576422,104576441,+,12.03986,0.012728859413745248
chr2,104603260,104603279,+,75.10923,0.33066857070415634
chr2,104669314,104669333,-,70.71825,0.2779002709583435
chr2,104721520,104721539,+,22.50611,0.023149724789393547
chr2,104750774,104750793,-,38.01946,0.05514471575286726
chr2,104774970,104774989,-,35.21659,0.04725552901391578
chr2,104804410,104804429,-,29.04682,0.03349916737435778
chr2,104840928,104840947,+,79.67815,0.39005638708111395
chr2,104841189,104841208,-,79.67815,0.39005638708111395
chr2,104847783,104847802,+,15.44142,0.015470939370650989
chr2,104849888,104849907,-,28.61035,0.03268762657045858
chr2,104873953,104873972,-,22.1242,0.022652856975869037
chr2,104887670,104887689,-,97.28774,0.6270642617691651
chr2,104888055,104888074,+,97.28774,0.6270642617691651
chr2,104915897,104915916,-,75.29574,0.3330130230155265
chr2,105038383,105038402,+,33.19856,0.04225062080826743
chr2,105130404,105130423,-,56.93353,0.14853502702689492
chr2,105149503,105149522,+,27.82987,0.0312834932151655
